id,question,correctAnswer,answerA,answerB,answerC,answerD
109486,man's namesake field massless proca field.,D,Group (mathematics),Georg Wilhelm Friedrich Hegel,Hamiltonian (quantum mechanics),James Clerk Maxwell
109491,"price equation predicts accurately fisher equation, one reason formers success reformulating laws variance.",B,Hamiltonian (quantum mechanics),Founder effect,Don Giovanni,Group (mathematics)
109494,"predictions grand unified theories accurate, loops superconducting wire inches diameter detect one every year.",D,Seafloor spreading,Davisson-Germer experiment,Spin (physics),Magnetic monopole
109510,"neither force event, often idealized step-function make calculations simpler.",D,Don Giovanni,Group (mathematics),Hamiltonian (quantum mechanics),Impulse (physics)
109515,used prescribed skin diseases despite irritant properties.,B,Hamiltonian (quantum mechanics),Asbestos,Group (mathematics),Don Giovanni
109524,"resonance stabilization conjugate base, alpha-hydrogen acidic alkanes.",C,Ketone,Benzene,Aldehyde,Acetone
207832,"size distribution elements process given marshall-palmer law, z-r relation used correlate severity phenomenon radar reflectivity.",A,Rain,Group (mathematics),Hamiltonian (quantum mechanics),Don Giovanni
207843,"one theory force states square coupling constant times square root 2 8 proportional g sub f. constraint v sub ik times v-star jk, summed k, equals zero, gives unitarity triangles constrain mathematical device used describe force.",C,Hamiltonian (quantum mechanics),Group (mathematics),Weak interaction,Georg Wilhelm Friedrich Hegel
109540,"standard temperature pressure, toxic corrosive gas strong odor, advent haloalkanes like freon, widely used refrigerant easily liquefies pressure.",C,Ozone,Acetone,Ammonia,Distillation
109546,"intermittent high pressure it, develop pockets known diverticulli walls, necessarily harmful become infected.",A,Colon (anatomy),Georg Wilhelm Friedrich Hegel,Group (mathematics),Hamiltonian (quantum mechanics)
207853,one tumor organ occurs often patients denys-drash syndrome caused deletion wt1 gene chromosome 11p.,A,Kidney,Group (mathematics),Hamiltonian (quantum mechanics),Don Giovanni
109553,"plays double role reinforcement local temperatures, since high value caused snow, results cooling land.",D,Group (mathematics),Hamiltonian (quantum mechanics),Georg Wilhelm Friedrich Hegel,Albedo
207860,"fabiola chapman added pair angles potential modelling phenomena, often modelled dreiding equation.",C,Raman scattering,Pauli exclusion principle,Hydrogen bond,Brownian motion
109568,"hypothesized december 1930 course series experiments investigating loss energy explained entropy angular momentum particles emitted beta decay, existence went unproven 1956 none actually observed 1969.",C,Seafloor spreading,Magnetic monopole,Neutrino,Davisson-Germer experiment
207874,value appears terms definition lagrange invariant.,A,Refractive index,Angular momentum,Riemann zeta function,Augustin-Louis Cauchy
109573,"one type often phosphorylated serine 10, though class proteins better known types post-transcriptional modifications.",B,Don Giovanni,Histone,Hamiltonian (quantum mechanics),Group (mathematics)
109578,"though normally composed sp2 hybrid orbitals bonds, conditions high pressure merge together long strands swapping sp3 orbitals.",D,Hamiltonian (quantum mechanics),Group (mathematics),Georg Wilhelm Friedrich Hegel,Carbon nanotube
109588,"quantity exists, leibnitz rule work poisson bracket.",B,Black hole,Hamiltonian (quantum mechanics),Thermoelectric effect#Seebeck effect,Pauli exclusion principle
207916,existence substance flat universe would cause linear term late-time integrated sachs-wolfe effect dominate higher- order terms.,A,Dark energy,Black hole,Comparative advantage,Jahn-Teller effect
109622,"carbon arc, created graphite electrodes, used harvest fullerene.",D,Diffusion,Bose-Einstein condensate,Viscosity,Plasma (physics)
109626,hypothesized sickle cell anemias genetic nature well different charge normal cells.,B,Group (mathematics),Linus Pauling,Georg Wilhelm Friedrich Hegel,Hamiltonian (quantum mechanics)
207931,"danilova's study organism discovered new immunoglobulin isotype, dubbed igz.",D,Hamiltonian (quantum mechanics),Johann Wolfgang von Goethe,Group (mathematics),Zebrafish
109629,"herbert brown 1979 nobel use element, important suzuki reaction.",D,Georg Wilhelm Friedrich Hegel,Group (mathematics),Hamiltonian (quantum mechanics),Boron
208783,"according turan's theorem, one entities necessarily formed four times number edges graph greater number vertices squared.",D,Hamiltonian (quantum mechanics),Don Giovanni,Group (mathematics),Triangle
109637,light pleiades constellation creates brilliant blue reflection type light polarized due magnetic interactions nickel iron particles.,B,Georg Wilhelm Friedrich Hegel,Nebula,Hamiltonian (quantum mechanics),Group (mathematics)
11344,"herman melville's battlepieces included sketches set location, whose man-animal relations subject studies anthropologist eugene guribye.",A,Galapagos Islands,Group (mathematics),Georg Wilhelm Friedrich Hegel,Hamiltonian (quantum mechanics)
109653,"first direct experimental evidence existence occurred three-jet events observed petra hamburg 1979, although deep inelastic scattering stanford linear accelerator center earlier established existence.",C,Group (mathematics),Hamiltonian (quantum mechanics),Gluon,Don Giovanni
109656,"besides involved creation lysosomes, able modify substances glycosylation.",C,Abscisic acid,Glycogen,Golgi apparatus,Glycolysis
207965,procedure generate cycle nakamura number exceeded.,C,Hamiltonian (quantum mechanics),Group (mathematics),Voting,Don Giovanni
207979,"product one form quantity junction depth j plotted concentration irvin's curves; ""sheet"" form.",C,Georg Wilhelm Friedrich Hegel,Hamiltonian (quantum mechanics),Electrical resistance,Group (mathematics)
207987,ion element used masking agent performing edta titration mixture magnesium aluminum.,D,Hamiltonian (quantum mechanics),Group (mathematics),Volpone,Fluorine
207995,one equation important understand process derived rearranging schrodinger equation adding times epsilon term denominator e minus h sub zero singular.,B,Group (mathematics),Scattering,Hamiltonian (quantum mechanics),Georg Wilhelm Friedrich Hegel
207997,"peng-robinson equation, departure function quantity equal r times critical temperature times function compressibility factor.",C,Group (mathematics),Hamiltonian (quantum mechanics),Enthalpy,Georg Wilhelm Friedrich Hegel
208000,overdose agonist compound's receptors reversed using flumazenil.,D,Cholesterol,Glycogen,Acetylcholine,Gamma-Aminobutyric acid
208012,autocorrelation function related fourier transform spectral density quantity according weiner-kinchin theorem.,B,Pauli exclusion principle,Power (physics),Moment of inertia,Spin (physics)
208017,"mixture potassium hydroxide element's tetra-iodo form used reagent used detect ammonia, named nessler.",B,Don Giovanni,Mercury 13,Group (mathematics),Hamiltonian (quantum mechanics)
208024,spherical harmonic decomposed n times exponential times associated legendre polynomial function.,C,Transcription (genetics),Hamiltonian (quantum mechanics),Cosine,Group (mathematics)
208054,"first disease associated organelle leber's hereditary optic neuropathy, tim tom complexes inner outer transport mechanisms it.",B,Tuberculosis,Mitochondrion,Cholesterol,Collagen
208058,organ affected liddle's syndrome denys-drash syndrome develop wilm's tumors.,A,Kidney,Retina,Spleen,Liver
208079,"computer science, similarity metric named function used find two vectors similar.",A,Cosine,Hamiltonian (quantum mechanics),Georg Wilhelm Friedrich Hegel,Group (mathematics)
208088,london equations used describe magnetic fields objects.,A,Superconductivity,Bose-Einstein condensate,Thermoelectric effect#Seebeck effect,Black hole
208092,"thalassemia patients reduced quantity cells, measured using mean corpuscular volume.",D,Hamiltonian (quantum mechanics),Group (mathematics),Georg Wilhelm Friedrich Hegel,Red blood cell
208102,one problem associated technique known tailing avoided increasing polarity solvent.,B,Adenosine triphosphate,Chromatography,Aldol reaction,Viscosity
208108,powder type phenomenon technique used analyze crystalline solids.,B,Raman scattering,Diffraction,Brownian motion,Bose-Einstein condensate
208110,"immersed potassium dichromate silver nitrate, cells turn black golgi staining.",D,Acetylcholine,Calcium,Cholesterol,Neuron
208113,"graph theory, man names closed path traces edge precisely once.",C,Group (mathematics),Hamiltonian (quantum mechanics),Leonhard Euler,G. E. Moore
208118,function approximated large numbers stirling's approximation.,D,Arrow's impossibility theorem,Josiah Willard Gibbs,Riemann zeta function,Factorial
193065,scientist worked christopher wren chief surveyor city london great fire.,A,Robert Hooke,G. E. Moore,Group (mathematics),Hamiltonian (quantum mechanics)
208120,"uv light initiated reaction hydrocarbons group commonly used functionalize hydrocarbons, finkelstein reaction exchanges elements.",A,Halogen,Ketone,Titanium,Cyclohexane
109820,helmholtz differential equations separable coordinate systems depending value stckel's calculation entity.,C,Arrhenius equation,Enthalpy,Determinant,Bessel function
109824,"manifests gravitational redshift known sachs-wolfe effect, occurs surface last scattering, b-modes polarization signal arise tensor perturbations.",C,Electric field,Cherenkov radiation,Cosmic microwave background,Doppler effect
109828,"errors procedure corrected replacing one reagents pfuultra pfx, spurious products swamped ramping temperature touchdown variation.",D,Infrared spectroscopy,Grignard reaction,Gibbs free energy,Polymerase chain reaction
208134,"2012, researchers case western reserve university announced potential cure condition using cancer drug bexarotene.",C,Transcription (genetics),Tay-Sachs disease,Alzheimer's disease,Abscisic acid
208137,one property entity measured using suits index.,B,Hamiltonian (quantum mechanics),Tax,Don Giovanni,Group (mathematics)
208139,theory used explain rotation known thomas precession.,D,Johann Wolfgang von Goethe,Group (mathematics),Hamiltonian (quantum mechanics),Special relativity
109836,"biologically, element found f430 prosthetic group methanogenic bacteria, humans, found active site urease.",D,Zinc,Arsenic,Boron,Nickel
208148,"wohlwill process used refine purest form element, used small concentrations produce color ruby red glass.",B,Magnesium,Gold,Arsenic,Boron
109850,"slater determinants used describe state system satisfies statement, color proposed order render existence omega-minus baryon consistent it.",D,Bessel function,Nernst equation,Brownian motion,Pauli exclusion principle
208156,"organ contains macrophages called kupffer cells, also primary site gluconeogenesis.",C,Stomach,Phloem,Liver,Spleen
109854,"five-tuple one adds ""new symbol"" component four-tuples used traditional type these, tibor rado formulated one involved determining maximum number time steps performed, busy beaver.",D,Polymerase chain reaction,Spin (physics),Rosh Hashanah,Turing machine
109859,"e. coli, protein rad27 involved processing structures, finnish team discovered 1996 joining may polyamine dependent.",A,Okazaki fragments,Georg Wilhelm Friedrich Hegel,Group (mathematics),Hamiltonian (quantum mechanics)
